source_name,author,title,description,url,published_at,content,coin_tags
Biztoc.com,ambcrypto.com,"3,333,333 SHIB burned in 24 hours – Coincidence or hidden signal?","A significant amount of SHIB was burned in the last 24 hours, decreasing the available supply in the market.
- Buying activity has since surged in the spot market, with U.S. investors adding to the catalyst.
Shiba Inu [SHIB] has remained on the low end despit…",https://biztoc.com/x/b1035e63a1ef6ddd,2025-05-19 14:15:58+00:00,"A significant amount of SHIB was burned in the last 24 hours, decreasing the available supply in the market.- Buying activity has since surged in the spot market, with U.S. investors adding to the ca… [+150 chars]",shiba inu
Biztoc.com,benzinga.com,Shiba Inu Sinks 16% In 7 Days: What Is Going On?,"Shiba Inu (CRYPTO: SHIB) has dropped 16% over the past seven days, but rising burn rates and large transaction activity hint at brewing potential under the surface.
Cryptocurrency
Price 
Market Cap
24-Hour Trend
7-Day Trend
Shiba Inu (CRYPTO: SHIB)
 $0.000014…",https://biztoc.com/x/466d4a4711f5edfb,2025-05-19 13:42:32+00:00,"Shiba Inu (CRYPTO: SHIB) has dropped 16% over the past seven days, but rising burn rates and large transaction activity hint at brewing potential under the surface.CryptocurrencyPrice Market Cap24-Ho… [+134 chars]",shiba inu
Coinjournal.net,Diya Poddar,"Shiba Inu rallies 23%, yet whale exits and RSI trends suggest slowdown","Whale count down to 10,205 from 10,232 in 9 days. SHIB trading between $0.000014 support and $0.0000152 resistance. EMA flattening suggests paused bullish momentum. Shiba Inu (SHIB), the Ethereum-based meme coin, has gained 23% over the past month, reflecting…",https://coinjournal.net/news/shiba-inu-rallies-23-yet-whale-exits-and-rsi-trends-suggest-slowdown/,2025-05-19 11:56:58+00:00,"<ul><li>Whale count down to 10,205 from 10,232 in 9 days.</li><li>SHIB trading between $0.000014 support and $0.0000152 resistance.</li><li>EMA flattening suggests paused bullish momentum.</li></ul>S… [+3478 chars]",shiba inu
ZyCrypto,Newton Gitonga,Why This Meme Coin Survived Every Crypto Winter: Shiba Inu Executive Spills the SHIB Community Secrets,"Despite a prolonged crypto winter weighing heavily on Shiba Inu’s (SHIB) price, the project’s community-driven spirit continues to burn bright.",https://zycrypto.com/why-this-meme-coin-survived-every-crypto-winter-shiba-inu-executive-spills-the-community-secrets/,2025-05-19 10:11:52+00:00,"Despite a prolonged crypto winter weighing heavily on Shiba Inus (SHIB) price, the projects community-driven spirit continues to burn bright.
Lucie, Shiba Inus lead marketer, has recently reaffirmed… [+2786 chars]",shiba inu
Biztoc.com,benzinga.com,"Shiba Inu's Burn Rate Fires 588%, Key Indicators Flash 'Buy' — What Up?","Nearly 23 million Shiba Inu (CRYPTO: SHIB) were kicked out of circulation Sunday, applying further deflationary pressure on the popular dog-themed meme coin.
What happened: The burn rate exploded 588.22% in the last 24 hours, resulting in a supply squeeze of …",https://biztoc.com/x/ff63d489c2640479,2025-05-19 03:06:39+00:00,"Nearly 23 million Shiba Inu (CRYPTO: SHIB) were kicked out of circulation Sunday, applying further deflationary pressure on the popular dog-themed meme coin.What happened: The burn rate exploded 588.… [+143 chars]",shiba inu
Ambcrypto.com,Kelvin Murithi,Can Shiba Inu repeat its historic rally as SHIB hits key demand zone?,SHIB prices are holding steady above a key demand zone as metrics points to a potential reversal.,https://ambcrypto.com/can-shiba-inu-repeat-its-historic-rally-as-shib-hits-key-demand-zone/,2025-05-19 04:00:42+00:00,"<ul><li>SHIB traded above a key demand zone, with technical indicators hinting at a potential short-term price reversal.</li><li>Oversold RSI and rising exchange inflows may support bullish momentum,… [+2134 chars]",shiba inu
Gadgets360.com,"Radhika Parashar, David Delima","Bitcoin Price Drops Below $103,000 Amid Ongoing Market Uncertainty","The overall crypto market cap slipped by 0.50 percent in the last 24 hours. Bitcoin and Ether, both registered notable losses on Monday. Tether, Ripple, and Solana followed BTC and ETH into losses. Meanwhile, Monero and Leo managed to log minor gains.",https://www.gadgets360.com/cryptocurrency/news/bitcoin-price-today-ether-crypto-market-uncertainty-altcoins-8451358,2025-05-19 07:43:56+00:00,"Bitcoin's price saw a slight price drop on Monday, as the values of most cryptocurrencies fell over the weekend. The price of the world's largest cryptocurrency dropped by less than one percent on in… [+2875 chars]",other
Ambcrypto.com,Olayiwola Dolapo,"3,333,333 SHIB burned in 24 hours – Coincidence or hidden signal?",Millions of SHIB removed from the market added a confidence boost for investors.,https://ambcrypto.com/3333333-shib-burned-in-24-hours-coincidence-or-hidden-signal/,2025-05-19 13:00:17+00:00,"<ul><li>A significant amount of SHIB was burned in the last 24 hours, decreasing the available supply in the market.</li><li>Buying activity has since surged in the spot market, with U.S. investors a… [+2370 chars]",other
CryptoSlate,Oluwapelumi Adejumo,"Chainlink brings cross-chain interoperability to Solana, unlocking $19B in asset potential","Chainlink has expanded its Cross-Chain Interoperability Protocol (CCIP) to the Solana blockchain, according to a May 19 announcement. According to the statement, CCIP facilitates secure communication and data transfer between different blockchain networks. By…",https://cryptoslate.com/chainlink-brings-cross-chain-interoperability-to-solana-unlocking-19b-in-asset-potential/,2025-05-19 16:48:08+00:00,"Chainlink has expanded its Cross-Chain Interoperability Protocol (CCIP) to the Solana blockchain, according to a May 19 announcement.
According to the statement, CCIP facilitates secure communicatio… [+2773 chars]",other
Thefutoncritic.com,,"Video: ""Dan Da Dan"" Reveals New Trailer, Featuring New Opening Theme Song from Hit J-Pop Artist AiNA THE END","Season two will stream globally July 3 on ADN, Crunchyroll, Hulu, Muse, Netflix and more.",http://www.thefutoncritic.com/video/2025/05/19/video-dan-da-dan-reveals-new-trailer-featuring-new-opening-theme-song-from-hit-j-pop-artist-aina-the-end-22122/20250519gkids01/,2025-05-19 14:02:00+00:00,"""DAN DA DAN"" REVEALS NEW TRAILER, FEATURING NEW OPENING THEME SONG FROM HIT J-POP ARTIST AiNA THE END
THE GENRE BENDING OCCULT SMASH HIT COMES TO THEATERS 
GLOBALLY PRIOR TO STREAMING DEBUT
(C)Yuk… [+9059 chars]",other
Anime News Network,,"'Dan Da Dan' Reveals New Trailer, Featuring New Opening Theme Song from Hit J-Pop Artist Aina the End","THE GENRE BENDING OCCULT SMASH HIT COMES TO THEATERS GLOBALLY PRIOR TO STREAMING DEBUT Get Tickets for “DAN DA DAN: EVIL EYE,” Coming to Theaters in Asia...",https://www.animenewsnetwork.com/press-release/2025-05-19/dan-da-dan-reveals-new-trailer-featuring-new-opening-theme-song-from-hit-j-pop-artist-aina-the-end/.224590,2025-05-19 21:01:00+00:00,"THE GENRE BENDING OCCULT SMASH HIT COMES TO THEATERS GLOBALLY PRIOR TO STREAMING DEBUT
Get Tickets for DAN DA DAN: EVIL EYE, Coming to Theaters in Asia from MUSE starting May 30, Latin America from … [+5449 chars]",other
Biztoc.com,benzinga.com,"25.74 Trillion Shiba Inu Stuck, As SHIB Trapped In Uncertainty Amid Market Downturn","The cryptocurrency market is witnessing a significant downturn, with Shiba Inu (CRYPTO: SHIB) being notably impacted. 
As per a report, the market has seen liquidations worth $298 million in cryptocurrencies, with Shiba Inu’s value declining by 5.81%.
The dow…",https://biztoc.com/x/a9384ab56c7bdd80,2025-05-18 16:42:56+00:00,"The cryptocurrency market is witnessing a significant downturn, with Shiba Inu (CRYPTO: SHIB) being notably impacted. As per a report, the market has seen liquidations worth $298 million in cryptocur… [+144 chars]",shiba inu
ZyCrypto,Guest Author,"Shiba Goes Up 19% in a Month, But Ruvi AI (RUVI) Is Expected to 100x Thanks to Early 100% Bonus","Shiba Inu (SHIB), a community-driven meme cryptocurrency, is trading at $0.0000142 as of today, reflecting its entrenched position among the top cryptocurrencies. Despite recent market fluctuations, Shiba Inu has maintained an impressive global community of 1…",https://zycrypto.com/shiba-inu-shib-goes-up-19-in-a-month-but-ruvi-ai-ruvi-is-expected-to-100x-thanks-to-early-100-bonus/,2025-05-18 21:20:43+00:00,"Disclaimer: The below article is sponsored, and the views in it do not represent those of ZyCrypto. Readers should conduct independent research before taking any actions related to the project mentio… [+3277 chars]",shiba inu
ZyCrypto,Aliyu Pokima,Dogecoin Traders Are Going Long: Is A $0.5 DOGE Price Jump On The Horizon?,"Dogecoin (DOGE) bulls are bracing for new highs after on-chain metrics flash green. This comes after consecutive weeks of sideways trading despite attempted bullish resistance. On the broader scale, meme coin sentiments have skyrocketed, leading to an over $1…",https://zycrypto.com/dogecoin-traders-are-going-long-is-a-0-5-doge-price-jump-on-the-horizon/,2025-05-18 14:15:34+00:00,"Dogecoin (DOGE) bulls are bracing for new highs after on-chain metrics flash green. This comes after consecutive weeks of sideways trading despite attempted bullish resistance. On the broader scale, … [+1918 chars]",dogecoin
CoinDesk,AI Boost,Shiba Inu (SHIB) Price Drops 7% in 24 Hours but Remains Up 25% Over the Past Month,Meme token faces significant downward pressure amid shifting economic conditions despite positive developments in US-China trade relations.,https://www.coindesk.com/markets/2025/05/15/shiba-inu-shib-price-drops-7-in-24-hours-but-remains-up-25-over-the-last-month,2025-05-15 14:58:03+00:00,"The cryptocurrency market is feeling the effects of shifting global economic conditions as Shiba Inu (SHIB) faces significant downward pressure. 
The meme token's recent price action shows a clear d… [+2058 chars]",shiba inu
Bitcoinist,Scott Matherson,"Shiba Inu Large Transaction Volumes Crash 49% In One Day, Are Whales Leaving?","Shiba Inu whales have been known to make their presence known during major market moves, and the recent price recovery was no different. In the last week, these large investors have been returning to the market in varying degrees to take advantage of the Shib…",https://bitcoinist.com/shiba-inu-large-transaction-49/,2025-05-15 12:00:13+00:00,"Shiba Inu whales have been known to make their presence known during major market moves, and the recent price recovery was no different. In the last week, these large investors have been returning to… [+2547 chars]",shiba inu
ZyCrypto,Guest Author,"DOGE Price Up 11%, But Experts Predict Ruvi AI (RUVI) Will Hit $2 and Grow by 20,000% in 2025","Shiba Inu (SHIB), the memecoin world’s darling, is again making headlines. Currently priced at $0.000015 as of May 15, 2025, SHIB has surged by an impressive 26% over the past week, reigniting excitement. With ongoing token burns reducing its supply and proje…",https://zycrypto.com/doge-price-up-11-but-experts-predict-ruvi-ai-ruvi-will-hit-2-and-grow-by-20000-in-2025/,2025-05-15 22:16:11+00:00,"Disclaimer: The below article is sponsored, and the views in it do not represent those of ZyCrypto. Readers should conduct independent research before taking any actions related to the project mentio… [+3025 chars]","shiba inu, memecoin"
Biztoc.com,benzinga.com,Dogecoin Down 1% But This Pattern Signals A Breakout Is Imminent,"Dogecoin (CRYPTO: DOGE) is catching traders' attention again as its current price action closely resembles a major historical pattern that led to explosive gains in the past.
Cryptocurrency
Price 
24-Hour Trend
7-Day Trend
Dogecoin (CRYPTO: DOGE)
$0.2282
-1.2…",https://biztoc.com/x/584dfbf8af827b5d,2025-05-15 18:23:58+00:00,Dogecoin (CRYPTO: DOGE) is catching traders' attention again as its current price action closely resembles a major historical pattern that led to explosive gains in the past.CryptocurrencyPrice 24-Ho… [+136 chars],dogecoin
Biztoc.com,benzinga.com,"Pepe Rallies 40% In 7 Days Outpaces Dogecoin, Shiba Inu: What's Next?","Pepe (CRYPTO: PEPE) has jumped over 40% in the last week, but traders are split on whether this rally has more room to run or if a correction is imminent.
Cryptocurrency
Price 
Market Cap
24-Hour Trend
7-Day Trend
Pepe (CRYPTO: PEPE)
$0.00001358
$5.7 billion
…",https://biztoc.com/x/d6afa0e58dba6961,2025-05-15 14:42:54+00:00,"Pepe (CRYPTO: PEPE) has jumped over 40% in the last week, but traders are split on whether this rally has more room to run or if a correction is imminent.CryptocurrencyPrice Market Cap24-Hour Trend7-… [+137 chars]","dogecoin, shiba inu"
Biztoc.com,coindesk.com,Price Drops 7% in 24 Hours but Remains Up 25% Over the Past Month,"The cryptocurrency market is feeling the effects of shifting global economic conditions as Shiba Inu (SHIB) faces significant downward pressure. 
The meme token's recent price action shows a clear downtrend with consecutive lower highs, breaking through multi…",https://biztoc.com/x/444da4553403e9c1,2025-05-15 15:49:18+00:00,The cryptocurrency market is feeling the effects of shifting global economic conditions as Shiba Inu (SHIB) faces significant downward pressure. The meme token's recent price action shows a clear dow… [+145 chars],shiba inu
The Times of India,Navdeep Singh,"Bitcoin holds above $102,000 as traders await fresh cues amid cooling inflation","Bitcoin experienced a slight dip, trading around $102,263, while Ethereum fell to $2,569, impacting the broader crypto market. The earlier rally, fueled by cooling inflation data and easing U.S.-China tariff tensions, has paused as investors await further mac…",https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-news/bitcoin-holds-above-102000-as-traders-await-fresh-cues-amid-cooling-inflation/articleshow/121181874.cms,2025-05-15 07:44:05+00:00,"Bitcoin traded slightly lower on Thursday but remained firmly above the $102,000 mark after rallying earlier in the week on hopes of a U.S. Federal Reserve rate cut following softer inflation data.As… [+3080 chars]",other
Pypi.org,david.woodburn@icloud.com,inu 2.5.4,Inertial Navigation Utilities,https://pypi.org/project/inu/2.5.4/,2025-05-15 15:46:01+00:00,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",other
Decrypt,Vismaya V,Bitcoin Dips on Weaker Than Expected US Wholesale Prices,"“If Powell signals no urgency to ease policy ... markets could still turn defensive,” an analyst told Decrypt.",https://decrypt.co/320206/bitcoin-dips-on-weaker-than-expected-us-wholesale-prices,2025-05-15 13:22:28+00:00,"In brief
<ul><li>Bitcoin dropped 1.3% to $102,655 after the April Producer Price Index (PPI) showed a surprising 0.5% decline in wholesale prices, contrary to economists' expectations of a 0.2% incr… [+4866 chars]",other
ZyCrypto,Guest Author,"Floki Made Them Wait for Profits, Bitcoin Solaris Presale Could Deliver Faster: Final Allocation Available","When Floki Inu first captured the crypto spotlight, it brought the dream of meme-powered profits. While it delivered for some, many had to hold through extreme volatility before seeing any real return. In contrast, a new contender is entering the ring—not wit…",https://zycrypto.com/floki-made-them-wait-for-profits-bitcoin-solaris-presale-could-deliver-faster-final-allocation-available/,2025-05-15 18:13:22+00:00,"Disclaimer: The below article is sponsored, and the views in it do not represent those of ZyCrypto. Readers should conduct independent research before taking any actions related to the project mentio… [+4623 chars]",other
Dianeravitch.net,dianeravitch,Michael Hiltzik: Trump’s Tariff War is Nonsensical,"Michael Hiltzik is a Pulitzer-Prize winning columnist for the Los Angeles Times, who write about business and whatever else he wants. In this column, he tries to make sense of Trump’s tariff war. It’s hard to do because it doesn’t make sense. Trump claims to …",https://dianeravitch.net/2025/05/15/michael-hiltzik-trumps-tariff-war-is-nonsensical/,2025-05-15 14:00:00+00:00,"Michael Hiltzik is a Pulitzer-Prize winning columnist for the Los Angeles Times, who write about business and whatever else he wants. In this column, he tries to make sense of Trump’s tariff war. It’… [+10714 chars]",other
Yahoo Entertainment,Khyathi Dalal,"Bitcoin, Ethereum, XRP, Dogecoin Down As Sentiment Turns To Greed",Major cryptocurrencies are trading lower in early Thursday hours despite ongoing institutional demand and cooling inflation data. Sentiment has shifted...,https://finance.yahoo.com/news/bitcoin-ethereum-xrp-dogecoin-down-213158969.html,2025-05-16 21:31:58+00:00,"Benzinga and Yahoo Finance LLC may earn commission or revenue on some items through the links below.
Major cryptocurrencies are trading lower in early Thursday hours despite ongoing institutional de… [+3213 chars]",dogecoin
Activistpost.com,Editor,Trump Family-Linked Firms Profited $320M on Memecoin Despite 87% Decline Since Day One,"Data from Chainalysis show the creators of the TRUMP token made $320 million in fees while retail investors lost money. What to know: CORRECTION (May 9, 11:58 UTC): Corrected headline, first bullet to say Trump-family linked firms profited millions from TRUMP…",https://www.activistpost.com/trump-family-linked-firms-profited-320m-on-memecoin-despite-87-decline-since-day-one/,2025-05-16 12:00:00+00:00,"Data from Chainalysis show the creators of the TRUMP token made $320 million in fees while retail investors lost money.
<ul><li>Data from Chainalysis shows that the creators of the TRUMP token made … [+5932 chars]",memecoin
Gadgets360.com,"Radhika Parashar, David Delima","Bitcoin Price Rises Above $104,000 Mark; JPMorgan Says Bitcoin Could Outperform Gold in H2 2025","The overall crypto market cap rose by under one percent in the last 24 hours. While Bitcoin registered small gains, Ether logged minor losses on Friday, May 16. While Solana, Dogecoin, and Cardano clocked minor losses, Litecoin and Iota managed to see profits.",https://www.gadgets360.com/cryptocurrency/news/bitcoin-price-today-altcoins-drop-jp-morgan-outperform-gold-h2-2025-8428066,2025-05-16 06:46:39+00:00,"Bitcoin's price rose by 1.30 percent on international exchanges on Friday, even as the overall crypto market shows signs of instability. The digital asset is now trading at $104,010 (roughly Rs. 89.0… [+3227 chars]",dogecoin
ComicBook.com,Misael Duran,Gundam: The Witch From Mercury Spinoff Hypes Release Date With New Look at Returning Characters,"Sunrise
One of the best Gundam series is getting a high-school romance spin-off that takes place in the mundane setting of near-future Earth. Mobile Suit Gundam: The Witch from Mercury Frontier of Youth is bringing back the fan-favorite cast from The Witch fr…",http://comicbook.com/anime/news/gundam-the-witch-from-mercury-spinoff-new-look/,2025-05-16 21:00:00+00:00,One of the best Gundam series is getting a high-school romance spin-off that takes place in the mundane setting of near-future Earth. Mobile Suit Gundam: The Witch from Mercury Frontier of Youth is b… [+3132 chars],other
Knowyourmeme.com,tripyagami,Bonk 2 (Henry),"On March 24th, 2021, Tumblr[12] user shinypelce posted a photo of their Shiba Inu with the caption, ""She ate a scorpion,"" depicting their dog named Copper",https://knowyourmeme.com/memes/bonk-2-henry,2025-05-16 01:57:28+00:00,"On March 24th, 2021, Tumblr[12] user shinypelce posted a photo of their Shiba Inu with the caption, ""She ate a scorpion,"" depicting their dog named Copper with a swollen head and face from the sting.… [+244 chars]",shiba inu
Anime News Network,,Tickets on Sale and New Trailer Released for 'Dan Da Dan: Evil Eye' North American Theatrical Release,"THE GENRE BENDING OCCULT SMASH HIT COMES TO THEATERS GLOBALLY PRIOR TO STREAMING DEBUT ©Yukinobu Tatsu/SHUEISHA, DANDADAN Production Committee VIEW TRAILER...",https://www.animenewsnetwork.com/press-release/2025-05-16/tickets-on-sale-and-new-trailer-released-for-dan-da-dan-evil-eye-north-american-theatrical-release/.224503,2025-05-16 10:11:15+00:00,"THE GENRE BENDING OCCULT SMASH HIT COMES TO THEATERS GLOBALLY PRIOR TO STREAMING DEBUT©Yukinobu Tatsu/SHUEISHA, Dandadan Production CommitteeVIEW TRAILER HERE: SUBTITLED | DUBBED
May 15, 2025 Ticket… [+8476 chars]",other
Bitcoinist,Scott Matherson,"Shiba Inu 1,000-Day Consolidation To End In 400% Pop To New All-Time Highs – Analyst","Crypto analyst Andy has predicted that the Shiba Inu price could soon rally to new all-time highs (ATHs). He remarked that the meme coin appears poised to break out from a 1000-day consolidation pattern, which could spark this parabolic rally.  Shiba Inu Set …",https://bitcoinist.com/shiba-inu-1000-day-consolidation/,2025-05-17 16:00:55+00:00,Crypto analyst Andy has predicted that the Shiba Inu price could soon rally to new all-time highs (ATHs). He remarked that the meme coin appears poised to break out from a 1000-day consolidation patt… [+2720 chars],shiba inu
Ambcrypto.com,Gladys Makena,Shiba Inu whale activity collapses 66% – $0.000014 on the line,Whales vanish from Shiba Inu—what does this 66% collapse in activity mean for SHIB’s next move?,https://ambcrypto.com/shiba-inu-whale-activity-collapses-66-0-000014-on-the-line/,2025-05-17 11:00:23+00:00,"<ul><li>Shiba Inu’s Large Transactions dropped 66.15% in 48 hours, hitting a 2-week low in whale activity.</li><li>If SHIB fails to close above $0.00001478, it could slide further to $0.00001387.</li… [+2686 chars]",shiba inu
ZyCrypto,Brian Njuguna,$0.001 Shiba Inu Price Crazily Expected as Shibarium Hits the 11 Million Block Milestone,"As Shiba Inu (SHIB) enjoys a two-fold increase on the monthly chart, the second-largest meme coin is eyeing a major leg up.",https://zycrypto.com/0-001-shiba-inu-price-crazily-expected-as-shibarium-hits-the-11-million-block-milestone/,2025-05-17 16:53:05+00:00,"As Shiba Inu (SHIB) enjoys a two-fold increase on the monthly chart, the second-largest meme coin is eyeing a major leg up.
According to crypto analyst Henry, With Shibarium adoption growing and agg… [+1328 chars]",shiba inu
